date,renewable_share,fossil,nuclear,hydro,wind,solar,total_generation,price_actual,total_load_actual,temp_c,wind_speed
2018-01-26,0.5248737710331876,178645,170460,84417,278923,21801,753987,55.48916666666667,32608.125,7.574980572597146,3.5833333333333335
2018-01-27,0.4900705764899398,159855,170560,79546,211872,23735,665094,53.974583333333335,29239.541666666668,7.7305956032720005,3
2018-01-28,0.472443401295878,144204,170554,84642,176246,17694,612249,54.524166666666666,27200.458333333332,8.852868098159504,3.4833333333333334
2018-01-29,0.3145755325706633,284222,170584,84490,93905,23103,676483,60.36625,31572.916666666664,8.970125255623731,2.175
2018-01-30,0.27720392302790003,327863,170645,87402,73397,22231,701397,59.37166666666666,32213,7.69102249488752,1.9583333333333333
2018-01-31,0.27867335363305273,328585,170693,111007,54133,19626,703458,62.315,32138.791666666668,7.503775562372198,2.0166666666666666
2018-02-01,0.5696178447315847,129383,170269,88702,292658,16807,714788,60.337916666666665,28564.75,6.368525051124742,2.375
2018-02-02,0.46348437576461343,226772,170571,80451,232833,25963,756101,57.11708333333333,33283.75,5.447645705521479,2.9416666666666664
2018-02-03,0.5293726734752314,224663,160833,143577,281521,7821,838160,54.634166666666665,32895.041666666664,5.890178936605328,2.875
2018-02-04,0.6124931277994894,119397,145322,173709,216576,33247,703923,57.90416666666667,26192.291666666668,5.5819759713701345,2.683333333333333
2018-02-05,0.5746406962445022,138743,121490,153485,152920,46210,631847,61.56791666666667,27368,5.204100204498983,1.9833333333333334
2018-02-06,0.37693859150441583,237385,99028,105156,57367,36021,552334,60.51708333333333,24971.625,5.436293456032727,2.3666666666666667
2018-02-07,0.367603661552919,255066,143981,118863,64382,42753,644863,62.45166666666667,29954.458333333336,3.952684049079766,2.375
2018-02-08,0.3239647056979715,341826,167112,96047,90766,50186,765676,68.7675,33396.25,2.837180981595104,2.191666666666667
2018-02-09,0.3387647631545528,215762,166851,73004,77630,37931,590575,66.70166666666667,26408.666666666668,3.416359918200417,1.7916666666666667
2018-02-10,0.4337973916720959,219120,168824,51761,195145,45955,699912,56.522083333333335,28963.5,6.079206032719846,2.6083333333333334
2018-02-11,0.36128751143246646,290418,144860,63045,163926,14979,695388,54.745,27514.166666666668,7.606193762781192,2.6833333333333336
2018-02-12,0.4967614525407701,194201,122411,90634,202702,16529,646123,61.531666666666666,26018.708333333332,8.463911042944787,2.6416666666666666
2018-02-13,0.44993047431964156,243592,170585,84095,223033,27797,770219,58.18541666666667,33887.875,4.677873210633955,3.2666666666666666
2018-02-14,0.5184639066479356,213980,170632,103266,293441,15986,817893,54.968333333333334,33524.791666666664,8.099555214723928,3.3833333333333333
2018-02-15,0.39632417878438825,283203,170693,117162,148729,26332,766577,60.970416666666665,32521.375,9.842280163599185,1.7083333333333335
2018-02-16,0.2844141006682644,339077,170702,122225,44228,28129,725611,65.65625,31769.625,11.162011758691204,1.575
2018-02-17,0.4210409849358649,203947,168802,98451,144156,23500,659779,56.12833333333333,28363.916666666668,10.14939161554192,2.066666666666667
2018-02-18,0.44387571550633115,189600,147397,102411,136409,26096,622636,56.62875,26568.875,9.23307004089979,1.7916666666666667
2018-02-19,0.39695558607929465,272630,145951,120840,122348,26701,709102,62.615833333333335,31457.791666666664,9.80719836400819,2.0416666666666665
2018-02-20,0.510587554004526,230235,145882,103167,251279,36198,787434,58.80583333333333,31779.833333333332,11.003068762781187,3.25
2018-02-21,0.5301641188480376,221809,145748,104348,273628,35685,801797,56.1525,31956.291666666668,8.72454550102251,3.591666666666667
2018-02-22,0.4663755402919327,264540,145421,99068,210745,45066,785455,59.685833333333335,32550.583333333332,5.19189417177915,1.925
2018-02-23,0.35395629097553594,327412,145786,114387,91232,46565,746482,63.59041666666667,32795.75,4.803421267893673,1.925
2018-02-24,0.2828316712766961,323377,146161,108451,28430,40310,667747,63.934583333333336,29361.625,5.174210122699396,1.5916666666666668
2018-02-25,0.3209883741085188,265872,156132,89736,66218,36171,634618,63.06,27068.333333333332,6.994966768916175,1.625
2018-02-26,0.3975757438459108,301834,168240,112886,160192,31504,794553,65.42125,32216.416666666664,7.1705547034764905,2.3333333333333335
2018-02-27,0.3812970559579982,354938,170385,136371,171393,10545,863201,70.72125,33876.916666666664,4.076526073619625,2.7583333333333333
2018-02-28,0.4317528532519061,303087,170470,129969,219094,6399,848856,65.23583333333333,33353.166666666664,6.315692484662586,3.5416666666666665
2018-03-01,0.5601402444172839,140659,168376,103997,279213,11836,722453,58.63791666666667,29823.708333333332,10.321063905930473,5.408333333333333
2018-03-02,0.46971684503162764,192917,170658,64580,224521,29431,702866,57.52041666666667,29968.416666666668,9.487724948875247,5.05
2018-03-03,0.6013952027851938,151198,145862,144570,294596,11990,767487,52.011250000000004,28516.083333333332,11.43020961145194,5.191666666666666
2018-03-04,0.6376993031770403,122988,144964,171653,276510,29685,762030,51.305416666666666,29251.833333333332,11.05109918200408,3.1999999999999997
2018-03-05,0.6175806889845414,137574,121427,141666,235598,44054,699290,58.337916666666665,28612.458333333332,9.535823108384461,4.258333333333334
2018-03-06,0.4331364452423698,197517,110884,112023,76843,42323,557000,57.17458333333333,22761.625,9.665120143149302,4.408333333333333
2018-03-07,0.37467774401878334,276711,144112,143272,45964,57021,686566,58.60375,31300.958333333332,9.038110940695304,3.1083333333333334
2018-03-08,0.3035215049368478,378141,166867,107177,76695,47407,795143,55.571666666666665,33777.791666666664,9.929041411042942,2.825
2018-03-09,0.32185694965810996,307844,166930,79210,109104,29176,712071,51.495416666666664,31147.208333333336,12.310531697341524,3.6666666666666665
2018-03-10,0.3588534705832172,273665,168593,76130,117917,48018,703340,39.95125,29158.333333333332,13.853514826175852,4.308333333333334
2018-03-11,0.26884341046039,308204,144753,57403,76054,26659,632290,16.2775,26051.958333333332,11.462921779141098,6.183333333333334
2018-03-12,0.38952760104674383,305215,129366,112264,143050,16191,725679,46.957499999999996,30458.625,11.861973415132915,5.85
2018-03-13,0.5649718995309919,160909,145718,218722,161653,18981,724721,57.49583333333333,31219,11.162668711656448,2.6166666666666667
2018-03-14,0.6265584088620343,142462,145716,200465,278678,9079,794400,47.60583333333333,31468.583333333332,11.130639059304709,4.066666666666666
2018-03-15,0.6440132151613406,135985,145722,221834,272796,21515,814519,42.569583333333334,31217.791666666668,11.534307259713708,5.475
2018-03-16,0.5838518885595184,169567,145748,210728,206732,28204,778927,54.35625,30800.666666666668,10.000708077709621,3.658333333333333
2018-03-17,0.5881307900728474,149781,145787,204389,208765,11984,739628,53.153333333333336,28240,8.390564928425368,4.25
2018-03-18,0.5910165679062098,143273,145841,208661,189947,23068,729543,47.932916666666664,26072.708333333332,9.017972903885486,3.35
2018-03-19,0.6256145467791574,145471,145837,192558,284021,15338,801607,53.922916666666666,30923.958333333336,7.72829498977506,4.175
2018-03-20,0.652668973683908,147573,145816,199360,327591,31599,869810,46.94208333333333,32996.291666666664,6.374072085889587,4.491666666666666
2018-03-21,0.6283885760209901,159305,145845,184213,288574,49654,846115,53.54666666666667,32814,7.293420245398792,3.6333333333333333
2018-03-22,0.5677773975268313,194683,145817,177514,217434,55244,809407,61.58291666666667,32332.916666666668,7.798098159509205,2.7083333333333335
2018-03-23,0.6066853099465744,165171,145787,175795,291649,17436,814592,53.83083333333333,32205.416666666668,9.113358895705534,3.441666666666667
2018-03-24,0.6804225888492575,126485,130923,185187,343274,29234,832393,31.61875,29095.416666666668,8.904950033550634,6.741666666666666
2018-03-25,0.5715112825032388,140442,134249,155207,189943,23151,661511,50.43739130434783,26660.434782608696,9.709989330488138,3.617391304347826
2018-03-26,0.5770764748474753,164638,145885,178759,197761,49556,755451,58.032916666666665,30728.458333333332,10.274142382413089,3.0166666666666666
2018-03-27,0.5819546414220527,152092,145767,175654,185602,56212,734150,53.88458333333333,30370.5,12.331464723926405,2.2083333333333335
2018-03-28,0.5916976337242896,143516,145683,186987,179218,55996,730346,51.084583333333335,29186.041666666668,14.662970347648265,2.4833333333333334
2018-03-29,0.6078844605085089,129236,145645,184774,203548,41582,722662,36.70875,25911.916666666668,13.204979550102259,3.3333333333333335
2018-03-30,0.6556356184306208,108086,145765,183357,276804,28036,756350,15.312083333333334,24299.958333333332,11.11243353783231,5.425
2018-03-31,0.6534065408379088,105456,145779,176091,256977,45113,744186,22.898333333333333,25150.041666666668,10.579056748466261,6.233333333333333
2018-04-01,0.5828221936404314,130036,170240,107083,305150,10348,740176,35.98125,29851.25,11.100656952965242,2.5
2018-04-02,0.3726369054951719,217487,170715,91686,123554,9037,633174,38.22125,28498.166666666664,13.037231595092031,2.816666666666667
2018-04-03,0.5625775207870555,140955,145935,141187,209077,18305,674819,38.9225,26286.541666666668,13.99531952965236,3.658333333333333
2018-04-04,0.6413648036385464,135819,144834,173729,296541,36417,802958,39.69958333333333,29823.875,13.925603271983636,5.65
2018-04-05,0.6311315856824248,121711,121414,139678,231663,49157,683775,55.3,28603.708333333332,13.30257924335379,2.3916666666666666
2018-04-06,0.4154817328702074,234586,110335,114148,89263,35888,602284,45.71333333333333,27416.75,12.950071574642141,2.8916666666666666
2018-04-07,0.40670167774317983,269274,143979,106511,114441,57094,710061,48.62291666666667,31018.5,12.236347137014318,3.05
2018-04-08,0.3347953602663355,285669,158260,79438,95298,43470,681246,42.666666666666664,30018.5,11.61748977505112,3.4166666666666665
2018-04-09,0.30543149696359034,335313,166645,72329,99267,40865,734420,57.017916666666665,31480.708333333336,9.988179959100215,4.091666666666667
2018-04-10,0.24317922083881208,349921,168614,58747,54267,46622,697391,53.50958333333333,29218.041666666668,9.053656186094074,4.2
2018-04-11,0.3229208265694395,237841,144582,53714,105414,18192,578439,48.46375,24738.125,9.447911554192224,5.9
2018-04-12,0.28286344256513624,357934,133876,114592,47900,23359,697538,55.61666666666667,30783.541666666668,10.499248466257681,3.9916666666666667
2018-04-13,0.43969262055481634,249588,121226,208187,56481,24145,675647,65.65916666666666,30727.958333333332,10.847622699386502,2.7666666666666666
2018-04-14,0.49640569727097666,167615,121167,185895,55317,43517,589405,56.64083333333333,26806.333333333332,11.894051635991818,2.066666666666667
2018-04-15,0.575942269705202,141853,121120,202490,134746,23495,639387,46.307916666666664,24651.958333333332,13.914258691206552,3.066666666666667
2018-04-16,0.5688490912707188,180608,121164,189615,170400,41209,718971,56.07833333333333,29074.25,13.706968302658492,2.941666666666667
2018-04-17,0.4867121317781418,214292,121218,178135,83215,56624,669671,59.28,29135.25,15.045153374233138,1.9666666666666666
2018-04-18,0.5277456033890014,178236,121195,167699,108079,59302,650103,58.57541666666667,28801.083333333332,17.114488752556248,2.1666666666666665
2018-04-19,0.5816261547990497,158793,121278,173079,160492,58329,687782,53.968333333333334,28391.083333333332,17.19763803680983,3.1333333333333337
2018-04-20,0.5997711234026321,154150,121327,186580,182928,46931,707805,47.687083333333334,28143.083333333332,16.66771472392639,3.275
2018-04-21,0.5647353703563418,134944,121375,187300,128672,18655,607226,45.73833333333333,25283.5,16.281799591002052,2.325
2018-04-22,0.5246741912234171,137014,121304,175890,83236,26064,559147,48.871249999999996,23254.458333333332,17.339964212678943,2.1083333333333334
2018-04-23,0.4971538210183238,171439,121353,189971,70455,26907,596765,58.06458333333333,27187.041666666668,17.801334355828224,2.066666666666667
2018-04-24,0.5380552236780703,150034,121363,190404,91713,33052,604306,55.498333333333335,28296.291666666668,18.21049591002045,2.1333333333333333
2018-04-25,0.5431494502996151,151392,121400,182351,105810,35781,615790,53.36833333333333,28526.125,18.689325153374238,2.1
2018-04-26,0.5517798585897191,163600,121348,194621,111113,44741,654125,53.967083333333335,28296.791666666668,18.0867919222904,2.225
2018-04-27,0.5386677152464029,157909,121331,169074,107570,48005,623065,56.638333333333335,28136.5,17.689861963190197,2.775
2018-04-28,0.545967707654377,125969,121442,154931,103551,39522,564592,50.005833333333335,25148.916666666668,15.538029141104312,2.8166666666666664
2018-04-29,0.6242683341305607,108545,121497,172870,179611,35565,635536,36.400416666666665,23218,12.388749999999993,4.566666666666666
2018-04-30,0.5454677933963218,134661,121469,174508,103034,30588,583281,49.537083333333335,25773.791666666668,10.942323619631917,2.933333333333333
2018-05-01,0.5341446322712048,140215,170387,117362,230719,9334,686389,48.06625,28676.875,10.708760224948879,2.2
2018-05-02,0.36576217694895047,296930,170644,102461,150290,10852,751584,52.20375,33848.5,12.005573364008189,2.0833333333333335
2018-05-03,0.5469227366577553,197633,145448,156088,243393,13496,775413,49.94583333333333,31553.208333333336,13.620405163599205,2.35
2018-05-04,0.5495310676674399,159991,144705,191719,135317,46036,694130,48.88,29213,14.41789110429448,2.4583333333333335
2018-05-05,0.5472155813084637,127595,121330,117662,134116,48794,570119,51.6625,25503.916666666668,16.269220347648265,1.6916666666666667
2018-05-06,0.3831551254924164,259129,95264,123545,69495,20317,584617,55.56583333333333,27720.75,17.269013292433552,2.2083333333333335
2018-05-07,0.41188064427535176,248425,144099,114497,94908,60120,680889,64.04791666666667,30849.916666666668,17.605987474437647,1.8583333333333334
2018-05-08,0.3304529510872345,270322,152587,71467,82584,48766,645169,64.33166666666666,27834.625,17.593714212678943,1.8
2018-05-09,0.2703431993740978,355116,166926,70851,82391,31362,725992,62.735,31147.708333333332,17.651226354805736,2.2083333333333335
2018-05-10,0.2773226176599431,299259,168344,55407,72238,45071,659719,59.894999999999996,28825.333333333332,17.800362985685066,2.3833333333333333
2018-05-11,0.404584035733843,290154,144366,82682,200643,8640,745064,64.93833333333333,29813.041666666664,17.586832822085896,2.466666666666667
2018-05-12,0.3317752600719794,331696,141437,93363,111901,22750,720762,51.30041666666666,30549.416666666668,16.818670756646227,2.9333333333333336
2018-05-13,0.5948511480237427,133146,125801,140028,182701,57123,651990,43.165416666666665,23330.958333333332,13.15820807770962,3.1166666666666667
2018-05-14,0.5137546820454375,155437,136763,103805,150956,52007,612446,59.986666666666665,27563.875,14.488926380368103,2.691666666666667
2018-05-15,0.5260130038049768,158485,143225,99984,170197,62221,648887,57.92125,27986.791666666668,15.756216768916158,2.658333333333333
2018-05-16,0.5372640324695637,150924,143613,106076,168398,65361,648977,58.6875,28564.25,17.308530163599183,2.1166666666666667
2018-05-17,0.5038182801166241,158603,143875,110862,133276,59549,621484,60.721666666666664,28382.75,18.42022750511249,2.1
2018-05-18,0.462323032677656,183493,134645,131245,98672,39071,602583,63.75541666666667,28168.541666666668,17.761014826175895,2.216666666666667
2018-05-19,0.4390969494803346,183255,121499,107832,82083,43753,554299,66.25375,25280.875,17.760828220858905,2.158333333333333
2018-05-20,0.381805013554172,204609,121407,109819,54578,31056,537104,65.7525,23172.041666666668,17.828507157464216,2.158333333333333
2018-05-21,0.3422832260074951,275968,121349,132545,31141,36549,612931,69.2125,27068.166666666668,17.68430214723927,1.975
2018-05-22,0.3364654606053808,286689,121297,119727,32877,47271,624070,68.99291666666667,28218.666666666668,18.126014826175883,1.6
2018-05-23,0.33414857888693583,304711,121225,128685,47781,29777,649702,70.7425,28627.583333333332,19.392921779141112,1.7583333333333333
2018-05-24,0.3607184692277025,287503,121106,105327,91679,27193,649659,70.11833333333334,28638.75,19.88444274028631,2.6333333333333333
2018-05-25,0.3742214571717247,289776,121239,107707,105738,26466,668075,70.29791666666667,28385.916666666668,17.974056748466268,2.966666666666667
2018-05-26,0.3335164299244855,260722,121358,94397,53809,36308,584391,66.86125,25208.625,18.36712678936605,2.125
2018-05-27,0.34877484143961046,227655,112945,97123,49103,29898,534339,66.78166666666667,23089.125,19.04022494887527,2.4
2018-05-28,0.35992393055890815,287785,97227,116486,63657,30181,613124,67.95458333333333,27510.625,17.511096114519443,1.8833333333333333
2018-05-29,0.3286018007999627,312909,97266,127524,39904,26373,622279,70.78791666666666,28278.625,17.834074642126797,2.2416666666666667
2018-05-30,0.3251547587330941,325549,97382,113849,55732,27179,638090,70.73041666666667,28063.333333333332,17.64116768916156,2
2018-05-31,0.3372905974629612,305681,97350,109478,45692,43139,619620,68.35,27795.166666666668,18.894729038854823,2.1166666666666667
2018-06-01,0.4387179116288172,166556,153707,92367,149084,7083,587635,68.90916666666666,25265.416666666668,19.286193251533753,2.175
2018-06-02,0.4102710692699146,290334,170664,109526,189282,17467,797619,66.62708333333333,34327.916666666664,18.500115030674852,2.2
2018-06-03,0.5646585531525243,193879,145878,140509,283736,16124,799407,61.380833333333335,32226.666666666664,18.165889570552164,2.6083333333333334
2018-06-04,0.6057445750939545,147490,144458,195803,227558,29353,760474,63.65708333333333,29442.583333333332,18.229486196319037,2.8916666666666666
2018-06-05,0.49127137869359255,137034,121202,121059,80469,45323,524997,64.04541666666667,23287.333333333332,17.939432515337433,3.1750000000000003
2018-06-06,0.35000184503701814,282831,97729,117016,56766,23865,596194,67.59666666666666,28156.5,16.97462167689162,2.4833333333333334
2018-06-07,0.3802124507062067,252706,143994,116394,62371,58622,653987,67.62125,30699.541666666668,18.233013803680997,2.3666666666666667
2018-06-08,0.27637027753101795,372961,157212,85900,62945,46272,745214,66.92291666666667,32708.25,18.61998721881391,2.5833333333333335
2018-06-09,0.30736966990020237,320670,167515,60144,104476,43597,716450,64.09375,30448.833333333332,19.045465235173836,2.35
2018-06-10,0.3598833118943625,221472,166891,40239,128579,43223,621143,62.004583333333336,25753.916666666668,18.678747443762806,2.2583333333333333
2018-06-11,0.4777586646198545,260978,142644,78616,271132,17042,788869,64.75166666666667,30505.391304347828,19.57315695296525,3.075
2018-06-12,0.3744102081436793,252074,144885,88771,120041,22854,648110,61.11666666666667,26759.166666666668,20.262557770961156,3.3
2018-06-13,0.5439399515208287,172131,121252,126061,165830,55627,657602,58.989583333333336,28897.708333333332,20.806002044989796,3.158333333333333
2018-06-14,0.50482874251497,181899,121156,129093,116729,59480,626250,63.504583333333336,28952.75,20.362356850715763,2.0833333333333335
2018-06-15,0.49274317108038285,187932,121144,139582,94470,62066,623964,62.962916666666665,28894.291666666668,21.796850715746437,2.05
2018-06-16,0.49644628609455077,164312,121141,127573,90020,60822,583052,58.39208333333333,26295.708333333332,22.933036809815963,2.2083333333333335
2018-06-17,0.5363822649014605,147790,120986,129322,120336,60678,597324,51.502916666666664,24326.291666666668,23.120242842535813,1.9666666666666668
2018-06-18,0.5565654968110053,162437,120840,134668,162012,58707,657574,61.50333333333334,29200.958333333336,23.69990030674849,2.3583333333333334
2018-06-19,0.5358876121392555,175246,120949,146180,133630,60566,655658,61.59583333333333,30203.125,23.74128323108386,2.15
2018-06-20,0.45764303887343943,238021,120988,168712,70632,58735,676040,67.44708333333334,30805.333333333332,24.91539877300616,2.125
2018-06-21,0.461537192264537,230063,120953,152309,91095,53141,666644,67.26041666666667,31191.583333333332,25.523732106339487,2.1916666666666664
2018-06-22,0.4826008690624497,218432,120808,126104,133085,53226,671068,66.2325,31215.125,25.731679447852777,2.4583333333333335
2018-06-23,0.4634840224775644,190781,120640,110726,99434,54886,596150,61.547916666666666,28063.916666666668,25.623139059304723,2.1999999999999997
2018-06-24,0.40410611904141797,204773,120399,105887,58816,51111,560578,64.38458333333334,25915.666666666668,25.624000511247456,2.183333333333333
2018-06-25,0.3785351080083822,282672,120514,137750,53908,48075,662356,67.87083333333334,30948.333333333336,25.73076687116567,2.425
2018-06-26,0.3517280278945749,300767,133194,134935,41604,52123,682570,69.25916666666667,31728.458333333336,25.741316462167706,2.5916666666666663
2018-06-27,0.34854801940621494,288612,141934,124438,45232,53783,674217,68.80083333333333,31590.125,25.598701431492856,2.691666666666667
2018-06-28,0.34615424065833106,294815,142653,120683,67182,37164,682453,68.25333333333333,31215.875,24.57172673824133,2.291666666666667
2018-06-29,0.3748438927921813,272765,143941,123187,70266,50427,680622,68.1575,30628.875,24.072032208588976,2.433333333333333
2018-06-30,0.39654433976859127,217697,144053,107970,90472,34300,614065,64.05166666666666,27716.291666666668,23.46920449897753,2.7083333333333335
2018-07-01,0.3971845337139106,214235,145904,101254,125538,7652,612403,61.75416666666666,26716.875,23.514143149284266,2.691666666666667
2018-07-02,0.3960299252857776,308922,170694,114804,170104,23706,808146,67.36875,34667.375,23.528755112474453,2.6
2018-07-03,0.4828903357238228,222892,144576,155130,155362,29003,726490,67.66916666666667,31891.083333333332,24.457811860940716,2.175
2018-07-04,0.5385769713477421,136960,144248,182873,133871,12324,627071,67.64916666666667,26775.291666666668,23.71679447852763,2.775
2018-07-05,0.4520296356371071,194484,121057,173527,36795,45957,591855,65.8625,27797.041666666668,23.76930214723928,2.55
2018-07-06,0.35662664608588385,274764,116602,119662,55203,34989,619348,67.18833333333333,28023.75,24.62121165644174,2.4166666666666665
2018-07-07,0.38083780431306324,220050,143908,76866,85834,55460,602217,65.335,27743.958333333332,25.79545245398774,2.0416666666666665
2018-07-08,0.3072782366348777,342741,166541,71837,103756,43872,748478,62.995000000000005,32800.125,26.563767893660554,2.1416666666666666
2018-07-09,0.3158299656510709,301845,167544,59468,108897,40341,699294,67.12583333333333,29954.625,27.132054192229063,2.533333333333333
2018-07-10,0.4840678423306471,176339,166480,79322,195476,43750,682111,66.56541666666666,23695.125,26.708757668711687,2.7416666666666667
2018-07-11,0.40494175814506017,292466,131925,79561,193110,12148,727312,67.05708333333334,30594.521739130436,25.722257157464234,2.7
2018-07-12,0.4283584047914914,217071,144846,83581,161883,21305,647815,69.58166666666666,27960.666666666668,25.372101226993884,2.75
2018-07-13,0.3735429530733261,282675,142988,96421,98836,53000,693955,69.17291666666667,31519.875,25.312056748466283,2.4583333333333335
2018-07-14,0.33770546643845184,255713,143510,81293,57436,57809,615794,66.67375,28079.583333333332,26.184986707566484,2.4833333333333334
2018-07-15,0.36560979758462325,221011,143591,73904,78392,51557,587900,64.50083333333333,25557.25,24.559266359918208,2.9333333333333336
2018-07-16,0.4350276129940447,239192,144011,81597,153045,56733,693333,67.06958333333333,30273.125,24.649780163599207,3.1
2018-07-17,0.38544448062520353,262953,144056,108855,80734,60740,675620,68.905,31506.041666666664,25.61814928425359,2.275
2018-07-18,0.41108255913553404,259099,143950,122892,95078,58518,698142,68.88791666666667,31923.583333333336,26.12737985685074,2.5250000000000004
2018-07-19,0.37974604356947284,273897,143922,113406,75523,61010,687362,70.30166666666666,32011.708333333336,25.5271165644172,2.4833333333333334
2018-07-20,0.4162645743410649,250741,144078,97436,122316,56506,691798,67.9975,31460.083333333332,24.824095092024564,2.625
2018-07-21,0.3780891582997595,214419,147000,84977,69765,58838,596198,66.32708333333333,27579.875,24.13996216768918,2.4833333333333334
2018-07-22,0.38408369138800674,197638,152554,87482,67965,57245,583477,64.86916666666667,25041.625,24.332489775051137,2.425
2018-07-23,0.3580344420826423,271580,158908,113594,59912,60223,684976,69.00458333333333,30750.833333333336,25.466502044989785,2.225
2018-07-24,0.3310785805909474,314686,157079,114909,51212,60249,718778,70.66041666666666,31835.416666666664,26.010857873210654,2.816666666666667
2018-07-25,0.3392354474370113,303855,143669,106475,54262,61952,690600,70.56958333333333,31398.833333333336,25.989513292433564,2.283333333333333
2018-07-26,0.3153051016049832,325229,143653,102477,47433,58240,697702,72.08916666666667,31822.666666666664,26.325562372188166,2.3916666666666666
2018-07-27,0.3511273426456074,305928,141490,101810,71822,61340,703158,70.60666666666667,31682.791666666668,26.40741820040902,2.5833333333333335
2018-07-28,0.38996719024065973,229121,133032,93551,68304,62952,607746,68.55083333333333,28386.416666666668,25.843573619631922,2.75
2018-07-29,0.4199522819927933,195087,139641,73038,101326,62259,591391,64.98791666666666,25863.958333333332,25.917699386503084,2.675
2018-07-30,0.33645547845355417,294828,151646,78765,78320,62066,685960,71.47208333333333,30746.083333333336,26.333121165644194,2.1
2018-07-31,0.29600913131472356,326136,165183,77484,59001,61943,710522,72.48791666666666,31546.333333333336,26.76355572597139,1.9416666666666667
2018-08-01,0.24607419033230096,384595,145895,111343,39194,16898,716158,68.71083333333333,32609.75,28.217919222903898,1.9666666666666668
2018-08-02,0.3265785147940437,377536,170671,112436,113442,32557,827360,70.505,35004.125,29.636008179959124,2.35
2018-08-03,0.5156877147879011,178069,145619,145990,184702,12705,686142,73.84916666666666,31597.625,30.782860429447876,2.091666666666667
2018-08-04,0.5851937503608807,132116,140108,202935,159807,24578,675431,70.7725,24695.208333333332,30.20418865030676,2.1916666666666664
2018-08-05,0.45882327654621446,197857,120987,147327,80617,38234,604832,69.68916666666667,28445.666666666668,30.19280265848671,2.291666666666667
2018-08-06,0.3505444184720546,271326,121259,116631,65407,22436,615611,74.32083333333334,28088.791666666668,29.31133333333334,2.1916666666666664
2018-08-07,0.3975092192459145,199257,143555,77600,83167,60276,583833,70.16291666666666,25661.916666666668,29.079517262589476,2.916666666666667
2018-08-08,0.3260064903902997,308947,166774,70268,105128,47718,718909,71.09166666666667,31978.208333333336,27.097546012269945,2.691666666666667
2018-08-09,0.2823115564179776,244340,167501,63902,71200,19135,586462,68.70541666666666,26280.083333333332,25.73070040899798,2.7583333333333333
2018-08-10,0.3024241274714352,296272,169009,55051,96228,42860,680121,68.43791666666667,27637.208333333332,24.512203476482625,3.1333333333333333
2018-08-11,0.3552373909590129,324370,137542,78129,162023,8771,730230,68.31916666666666,30781.333333333332,26.12868609406954,2.35
2018-08-12,0.4109677112860061,218781,145037,76984,153961,17814,631490,67.32125,26146.583333333332,27.365802658486718,2.625
2018-08-13,0.3021158991799965,276158,167016,57514,72740,54707,648046,70.25208333333333,29361.708333333336,26.208231083844588,3.041666666666667
2018-08-14,0.40916256187444783,214429,167327,60316,140594,58513,661016,68.45166666666667,29179.583333333332,25.421377811860953,2.2666666666666666
2018-08-15,0.3765812454092875,190669,166940,64933,90241,54848,588144,65.70958333333333,26103.916666666668,25.749320040899793,2.5166666666666666
2018-08-16,0.3201440206282821,256864,166781,67177,81370,43591,636020,71.38625,28643.541666666668,25.85473670756647,2.225
2018-08-17,0.4310757320756899,187754,167319,60245,158927,44844,639927,67.59625,28052.875,24.3481237218814,2.2416666666666667
2018-08-18,0.4721698526477011,149050,167407,65578,167450,46206,616346,63.11875,25615.333333333332,23.530973926380362,2.15
2018-08-19,0.4434051303955441,146915,167371,61663,135205,49248,580618,63.51,24392.625,25.238622188139058,2.0416666666666665
2018-08-20,0.42648428560023416,212200,167192,96048,130969,50443,676386,69.17833333333333,29086.666666666664,26.11992075664623,2.0833333333333335
2018-08-21,0.31757431615890164,318908,167331,83748,83160,51916,724876,72.07291666666667,30259.458333333336,26.31964493865032,2.1833333333333336
2018-08-22,0.25970025713568484,369863,167332,84332,49711,46322,736965,74.78916666666666,30681.333333333336,26.275680725971387,2.075
2018-08-23,0.2833699989590201,340043,167217,84206,62496,46043,720475,73.00291666666666,30627,26.048269427402882,1.8333333333333333
2018-08-24,0.34637830065663855,272787,167355,65682,111752,49057,687136,70.39,30322.666666666664,25.698565950920262,2.2083333333333335
2018-08-25,0.3672194418811421,199455,167383,49055,108413,49294,593852,68.33708333333334,27160.958333333332,24.538844580777106,2.45
2018-08-26,0.30618890737297627,206534,167538,51461,53297,53777,551826,70.66833333333334,25140.791666666668,24.356901840490806,2.0583333333333336
2018-08-27,0.3049980081075022,310852,167156,92665,69291,41476,700339,72.78083333333333,30860.041666666664,25.702402862985704,2.15
2018-08-28,0.3496223698973908,311693,166978,84751,122998,43970,749543,73.38541666666667,31880.583333333336,26.534110429447875,2.583333333333333
2018-08-29,0.2913493713383656,334071,167381,73063,78016,47306,719624,76.36791666666667,31719.375,25.73941973415135,2.5083333333333333
2018-08-30,0.31829548319399303,325052,167317,83762,91082,47309,733815,75.03041666666667,31624.208333333336,25.459938650306768,2.1
2018-08-31,0.3418601765049564,296582,167261,66210,120195,47104,717147,73.3675,31237.875,25.384215235173837,2.0666666666666664
2018-09-01,0.35816288683344905,345106,145943,92143,171554,6549,779179,70.04541666666667,34064,25.576336912065454,1.9583333333333335
2018-09-02,0.3170272299864432,371433,170689,91595,131694,21164,806978,70.63583333333334,34646.166666666664,26.25915388548059,2.283333333333333
