date,renewable_share,fossil,nuclear,hydro,wind,solar,total_generation,price_actual,total_load_actual,temp_c,wind_speed
2015-12-03,0.4161026416770173,244967,170205,156479,80320,48585,720565,70.02458333333334,29085.166666666668,9.01879346402097,1.6916666666666667
2015-12-04,0.4726126350383708,160977,169211,108715,143304,37434,634727,72.45375,23460.041666666668,9.835045501022503,1.3416666666666666
2015-12-05,0.4125759472505098,269181,120994,129889,82897,52975,675798,67.77416666666667,28775.416666666668,10.69560736196319,1.4
2015-12-06,0.3072031022483279,319908,120464,87450,66055,32729,648304,58.844166666666666,28415.833333333332,10.754518532719846,1.5833333333333333
2015-12-07,0.3108583345322834,306061,149907,61038,70868,63411,674201,57.40875,26562.708333333332,10.45118238752556,1.9
2015-12-08,0.26724762335898594,351977,157644,56159,85813,32566,706880,62.764583333333334,29835.375,11.518295133563395,1.45
2015-12-09,0.3088155074379741,257871,165260,53162,94472,30266,623288,68.93,25383.75,11.447075608703983,2.5083333333333333
2015-12-10,0.34776861187136054,221479,142092,59319,107395,16760,569623,71.82375,23192.583333333332,10.37225969772496,1.7333333333333334
2015-12-11,0.25708547809046156,359511,121132,99220,27154,28484,658777,70.50208333333333,28378.708333333332,10.543802914110419,1.9666666666666666
2015-12-12,0.21730831584678728,357477,146214,64395,52291,10644,653836,67.35208333333333,27743.833333333332,10.445112985685066,1.7333333333333334
2015-12-13,0.2812181323356522,284800,149927,54395,96273,8211,615828,56.410833333333336,25924.625,9.38243960090746,2.058333333333333
2015-12-14,0.3588244285453785,316187,154030,68588,177548,7254,745816,61.374583333333334,30878.166666666664,10.258402607361973,2.725
2015-12-15,0.3814711314020807,294395,154500,72469,180264,15112,738588,59.11416666666667,31042.25,11.712588685455014,2.1833333333333336
2015-12-16,0.32088914142349917,330987,156033,72522,132423,14904,728613,64.66333333333333,30675.458333333332,10.969147478911047,1.8333333333333333
2015-12-17,0.30376332087262176,330837,160380,70129,120847,12568,716920,64.35708333333334,30567.208333333332,10.516731083844586,1.7
2015-12-18,0.2981256325179783,331225,159163,73383,108553,14787,709466,64.19916666666667,29905.125,10.16279396728017,1.325
2015-12-19,0.36290242309247567,247864,154086,53869,144250,20738,642980,55.84458333333333,27337.958333333332,10.088730700409013,1.6916666666666667
2015-12-20,0.33164132234960103,262259,165175,69500,120070,11929,650902,56.11708333333333,25312.541666666668,10.232024667689185,1.45
2015-12-21,0.28475244860540777,321866,170117,74160,92878,17082,698663,65.64416666666666,29424.25,9.76939097648264,1.725
2015-12-22,0.3428021662771659,292086,170282,69289,143439,18197,714590,63.87875,29769.583333333332,8.979822085889591,2.191666666666667
2015-12-23,0.2529736827218241,325055,170289,81407,61823,13500,671726,65.65625,29173.125,9.055435327198385,1.45
2015-12-24,0.3244844110901962,234327,170401,61349,111989,12708,608285,58.44416666666667,25600.458333333332,9.325664621676914,1.825
2015-12-25,0.3465940471698629,182303,170469,65255,95830,18020,548613,57.47291666666667,21792.25,8.336649923312905,1.9666666666666668
2015-12-26,0.42820474506483375,168462,170445,78524,151397,15918,602310,53.315416666666664,24095.916666666668,7.919904396728041,2.6166666666666667
2015-12-27,0.5171344886895771,123830,170406,83596,211529,14004,620357,40.66708333333333,23885.125,9.126320296523541,2.7583333333333333
2015-12-28,0.5380902671890028,139750,169943,75474,270445,9209,682064,48.135416666666664,27401.708333333336,10.639967535787338,2.65
2015-12-29,0.40788300891787277,206428,170191,87740,150624,13148,645109,57.2375,27238.041666666668,11.118123849693276,2.0833333333333335
2015-12-30,0.43744340311396457,184054,170257,63052,190343,14559,638286,51.55708333333333,27041.166666666668,9.955309560327219,2.7416666666666667
2015-12-31,0.3644282163147644,203957,169999,86931,112330,6306,594578,58.144999999999996,25006.625,11.060970603272008,2.3083333333333336
2016-01-01,0.514821760542709,123270,169510,92499,203564,8902,613220,40.93083333333333,21755.208333333332,11.504512908997981,2.8000000000000003
2016-01-02,0.3829470621711711,270977,146344,146647,74887,28236,688808,41.97208333333334,29964,10.731230828220875,3.158333333333333
2016-01-03,0.5750098743058943,151497,170465,198214,188208,45567,774738,31.34875,31188.5,9.400953093047061,4.55
2016-01-04,0.5624851580007588,145455,170288,193145,154103,51997,732718,41.64333333333333,29200.916666666668,12.651368609406978,5.733333333333333
2016-01-05,0.6816485072206834,95072,122077,191648,216201,62266,700003,42.345416666666665,22105.041666666668,8.986331927402885,3.975
2016-01-06,0.5273300366162093,148133,145901,123832,135881,65545,635784,27.638333333333335,27861.666666666668,7.578442356850735,4.941666666666666
2016-01-07,0.3219234518614799,296095,163994,89781,62723,59260,689344,38.46958333333333,30700.833333333332,13.07975536809819,6
2016-01-08,0.35104158025036347,270162,167083,78809,93347,57724,687081,43.08,30443.125,14.206064544989795,4.941666666666666
2016-01-09,0.30735259546172017,319279,166663,73695,86939,47945,714632,37.11416666666667,31560.958333333336,12.667449130879374,4.366666666666666
2016-01-10,0.25834675065022383,243397,166931,40161,56598,38642,565190,21.74625,25495.958333333332,12.990838701431509,6.45
2016-01-11,0.27043937659593204,260733,144772,66604,57754,19075,567850,35.2625,23257.041666666668,12.96211630879347,6.216666666666667
2016-01-12,0.2497252772380595,444793,120687,96244,76678,7528,765317,45.336666666666666,31267.791666666664,9.776194401840511,3.8083333333333336
2016-01-13,0.4905554985111408,221260,143925,192388,135212,18486,730425,48.77625,31672.25,7.323421651329275,2.425
2016-01-14,0.5076883529335786,235862,146126,198799,183262,6089,789701,45.76083333333333,31914.5,9.16285812883438,2.5
2016-01-15,0.5376919996020337,209423,146087,185490,209473,13036,783986,47.547916666666666,31682.458333333336,8.778609774412088,3.15
2016-01-16,0.5680850565625039,160134,146218,187098,182908,28088,726011,42.235,28875.166666666668,6.883612730061365,3.8833333333333333
2016-01-17,0.5181010096729423,164441,146276,184608,128834,13773,660709,45.474583333333335,27418.541666666664,5.085587295501043,2.225
2016-01-18,0.5338241018947378,232638,146018,179385,234611,13645,829719,51.18416666666667,32258.833333333336,8.24874527096117,3.1166666666666667
2016-01-19,0.36851580904523873,348954,146192,181862,85307,11264,797613,59.71625,32509.041666666664,7.42482135097139,1.9833333333333334
2016-01-20,0.3334449472751927,366698,146135,170433,64124,11144,782459,60.74166666666667,32372.166666666664,7.716748482234175,1.5250000000000001
2016-01-21,0.3571642409305247,371107,146248,160443,105645,10652,818377,58.78875,32215.375,8.105263180598183,1.575
2016-01-22,0.3594676549865229,320510,146262,155036,88120,9171,742000,55.00541666666667,31617.333333333332,9.741719948236224,1.6
2016-01-23,0.378353844172733,236387,146276,140383,68040,15414,629017,49.29708333333333,27785.75,11.953904907975485,1.4666666666666668
2016-01-24,0.4942603726491952,147921,146269,139025,121293,21537,597774,43.2325,25646.375,11.392592407975481,1.8916666666666666
2016-01-25,0.38355027019624177,277369,146255,151219,90518,12813,700972,54.90083333333333,30291,11.928484390976504,1.6333333333333333
2016-01-26,0.3048045487055195,330125,146242,142425,45162,10695,697693,56.85041666666667,31057.083333333332,11.217391743353804,1.5416666666666667
2016-01-27,0.37151127829260555,283487,146118,133760,98122,12972,696781,51.49041666666667,31097.791666666668,10.570100332310863,2.275
2016-01-28,0.3461332926177571,290875,146300,147155,65160,9294,681148,55.235416666666666,31064.958333333332,10.521565056237243,2
2016-01-29,0.32577211088479013,301502,146267,139843,57478,9522,676522,53.47833333333333,30794,10.6657847648262,1.6166666666666667
2016-01-30,0.4552602434627032,201217,146262,122835,140416,20898,652831,45.42541666666666,27735.958333333332,9.83233874137272,1.9666666666666666
2016-01-31,0.5629923406713739,143186,146353,142549,204521,21972,678519,40.911249999999995,25786.75,10.476258179959114,2.1166666666666667
2016-02-01,0.5395547994887386,127559,169326,92332,236850,13048,654851,52.184583333333336,24353.666666666664,11.49586349693254,1.975
2016-02-02,0.3345176013819101,293861,146330,143916,50018,17105,673271,50.51416666666667,30579.625,9.902867586912084,1.3083333333333333
2016-02-03,0.6108069413730737,139485,170599,195654,246984,41873,814421,42.19916666666667,31129.875,10.992802147239285,2.966666666666667
2016-02-04,0.5347031710403561,127263,170420,184857,105108,45288,649566,42.925,26374.625,8.354927275051146,2.7916666666666665
2016-02-05,0.622791591052241,113665,122034,169508,157216,64855,641412,46.07,25278.75,7.86360046012273,2.816666666666667
2016-02-06,0.44454665362282864,189413,145695,153044,54104,56773,616383,35.89,28110.333333333332,9.28778885480575,2.9499999999999997
2016-02-07,0.3792472299536863,211092,167145,72706,93805,59026,621199,26.315833333333334,27571.166666666668,10.392121676891636,4.983333333333333
2016-02-08,0.321853875134936,301097,166886,83423,74133,57426,703111,39.41708333333333,31090,11.08777862985687,4.666666666666667
2016-02-09,0.27513597350008073,340487,166985,84507,51147,49248,712455,33.04958333333333,31832.25,12.15102249488755,6.825
2016-02-10,0.25882245383068203,212308,167996,42964,40736,41562,525024,35.99041666666667,23494.583333333332,12.651781186094091,5.716666666666667
2016-02-11,0.21361762193083467,375613,144750,74727,33315,25368,673025,40.51083333333333,27686.833333333336,13.004358512269954,4.283333333333333
2016-02-12,0.2181822965311304,464529,121394,105330,36795,12711,760190,33.35666666666667,30933.125,13.221773780994397,5.541666666666667
2016-02-13,0.7467478358711979,94237,91201,199162,345667,7238,753652,18.900416666666665,27738.875,15.437320807770979,5.675
2016-02-14,0.7347954049998993,89387,89637,193142,295284,11296,694494,18.2625,26083.583333333332,11.580980828220879,6.258333333333333
2016-02-15,0.7099112474758863,124136,99290,201751,325748,21725,789386,29.992083333333333,31457.625,8.13502760736198,5.1
2016-02-16,0.6043233486086091,187479,129937,216030,226317,38014,815479,43.24166666666667,32124,6.27781190887017,3.3916666666666666
2016-02-17,0.4996377038474957,241416,144514,203617,137658,36148,782509,47.19208333333333,32565.041666666664,5.098914893277119,3.033333333333333
2016-02-18,0.43969485729317376,270636,144644,208154,96166,12469,752697,46.181666666666665,32737.958333333336,7.448357505751558,2.775
2016-02-19,0.43395578677957447,253730,144712,197476,73844,25388,716573,46.68125,32138.416666666668,7.167957031250019,2.35
2016-02-20,0.507900406445432,170301,146694,203462,80082,36666,658637,41.36,28482.541666666668,7.706788055981619,2.6333333333333333
2016-02-21,0.560748039973541,129901,146892,207693,119179,22355,645527,34.628750000000004,26395.5,9.261938746165665,2.475
2016-02-22,0.4554837785875267,206263,151528,182755,82099,25996,670441,48.596666666666664,30577.75,11.287366947852778,1.8666666666666667
2016-02-23,0.5488386955312641,170563,159452,191625,172224,32085,747952,42.317083333333336,30746.25,11.141504345603291,1.8083333333333333
2016-02-24,0.5291744218927394,161656,165944,193320,150511,17858,710811,39.29875,31071.666666666668,9.732118098159528,3.125
2016-02-25,0.5807686315517073,139716,170272,201939,202707,21226,757398,36.67375,30805.625,11.174001533742349,3.5666666666666664
2016-02-26,0.57670999901214,139527,170328,203385,206518,8090,749094,34.906666666666666,31364.333333333332,9.589749105316999,3.65
2016-02-27,0.6792454331254699,79533,155223,192416,293591,15822,754181,14.482916666666666,29003.458333333332,8.132814928425383,6.391666666666667
2016-02-28,0.6743505519171465,78030,154621,186591,277376,22508,736433,14.507083333333334,26612.958333333332,9.388203987730087,4.508333333333334
2016-02-29,0.6530789629844852,112104,162399,198853,282717,36442,812254,30.16375,30535.666666666664,10.285545117586935,4.958333333333333
2016-03-01,0.5935274646251822,120417,164770,96347,312580,4394,714774,38.759166666666665,24499.875,10.142756262781216,1.9583333333333335
2016-03-02,0.4941376345906561,192588,146360,120963,187126,16179,685133,33.00625,30727.25,11.756030339340509,3.475
2016-03-03,0.5842617053133713,146364,170610,195719,201229,45033,779411,35.46625,30774.416666666668,11.552621421267911,2.691666666666667
2016-03-04,0.6237216334849767,107780,170307,206450,228209,23000,750665,29.059583333333332,24772.875,10.77581464084869,3.8583333333333334
2016-03-05,0.6223790213408581,123065,121978,179830,159837,64755,664828,19.45916666666667,27594.208333333332,9.921527096114547,4.733333333333333
2016-03-06,0.432707925226653,192810,145649,150718,51444,51749,609522,22.645,28248.541666666668,8.679355316973435,3.0583333333333336
2016-03-07,0.4535607683715139,182986,167395,81101,149758,56494,655308,35.73416666666667,25572.416666666668,8.733082694274058,3.4916666666666667
2016-03-08,0.309701604911537,305907,166498,87525,61668,55713,697297,39.5625,31433.416666666664,8.823685950281202,3.1833333333333336
2016-03-09,0.26864226497731897,291882,166730,56962,58352,44973,639300,30.9775,28896.583333333332,8.43901990669736,4.175
2016-03-10,0.29327402733501656,273972,167789,54408,79322,42461,636473,30.5775,28054.25,8.671904684304724,4.516666666666667
2016-03-11,0.1970405428106079,396378,144621,69904,37754,16554,684585,39.48083333333334,28254.25,9.047605444785301,2.5083333333333333
2016-03-12,0.3252111652376931,294536,121443,63912,121857,7986,628773,36.03541666666666,28071.875,8.825668711656458,2.058333333333333
2016-03-13,0.571149192978699,110883,170331,163328,157262,51401,672411,32.910833333333336,25705.541666666668,9.435749872188154,2.45
2016-03-14,0.439250644057342,218615,170578,185572,74173,38601,706847,45.29958333333333,30968.291666666664,9.400693890593068,2.316666666666667
2016-03-15,0.37274314028571065,268312,170486,186092,47100,20123,710999,49.159166666666664,31505.416666666668,9.4885466513292691,1.975
2016-03-16,0.4781592323792438,206092,170472,155719,152604,31831,735780,42.65416666666667,31061.625,10.069135991820072,2.5
2016-03-17,0.3784436134551907,258794,170431,178919,42786,32382,702242,48.52041666666667,31145.125,9.992053425357891,2.1
2016-03-18,0.36988237292702786,252808,170449,178992,45934,15080,682836,50.58,30787.208333333332,10.226250894683051,2.033333333333333
2016-03-19,0.39477730200469896,206928,170433,151782,67832,17876,635457,44.44125,27326.458333333332,11.5334051635992,2.5
2016-03-20,0.3877386016100116,187933,170480,145161,49359,23318,597387,42.62291666666667,25326.041666666668,11.01204545309307,2.091666666666667
2016-03-21,0.4279242555779324,211688,170473,156626,104710,16213,680763,44.037083333333335,29810.416666666664,10.975759074642149,1.85
2016-03-22,0.4814685972706172,186061,170472,157597,148891,17578,701404,42.8125,29857.791666666668,11.356585122699403,2.775
2016-03-23,0.6005992770012952,132407,170413,154350,267604,30482,775935,38.54208333333333,29221.708333333332,10.9697579243354,2.975
2016-03-24,0.5579164561099923,117108,170403,164408,141511,52678,666883,37.812083333333334,25466.25,11.335659125766892,2.075
2016-03-25,0.5558299101701801,117656,170389,158271,160396,37176,664590,38.42166666666667,23628.708333333332,12.028486835378342,2.033333333333333
2016-03-26,0.6045807647390347,109916,155182,154611,220586,28202,688444,31.77125,24468.666666666668,13.017473159509226,3.075
2016-03-27,0.6440019061473251,88187,132278,149038,215670,34671,637936,24.04478260869565,23317.260869565216,13.48412950120035,3.591304347826087
2016-03-28,0.6439356378519945,104937,127067,154846,239253,26538,671637,25.301666666666666,25830.458333333332,13.177411170756667,4.041666666666667
2016-03-29,0.570090952664696,132492,155403,165290,170518,42854,686401,39.9375,28461.916666666668,15.242976993865046,3.025
2016-03-30,0.5625567987982306,129984,167913,169556,161673,48243,697638,39.495,28583.666666666668,14.110861707566478,2.0666666666666664
2016-03-31,0.616892754060533,118289,170214,173475,255327,32961,768803,31.69875,29130.5,12.62352800677405,5.391666666666667
2016-04-01,0.5620511923247964,148167,145862,109576,260090,4351,685845,40.83375,27936,10.280505368098183,2.9583333333333335
2016-04-02,0.4825496425847521,210386,146309,149531,146106,29645,704083,35.60375,30816.083333333332,11.236602760736211,2.216666666666667
2016-04-03,0.62555459911775,115949,170598,198210,248367,31237,782998,22.965416666666666,30938.875,12.247467024539901,2.816666666666667
2016-04-04,0.5453409046155552,136851,170300,196916,158991,6964,685573,36.36291666666666,29604.541666666664,11.714362474437651,2.925
2016-04-05,0.5460914844877583,146081,122069,186515,92554,41100,604168,29.636666666666667,27884.875,12.578615797546028,3.808333333333333
2016-04-06,0.4410989096042178,150435,145594,113996,61786,53649,542647,36.87125,25298.166666666668,13.47906237218816,2.25
2016-04-07,0.3605133095601588,279869,167222,84158,110751,51646,712007,32.494166666666665,30317.5,13.992569529652368,2.441666666666667
2016-04-08,0.3526693079426407,285826,166363,77386,108060,54249,712282,29.80625,31359.041666666664,11.594252044989801,3.691666666666667
2016-04-09,0.2773494276979333,281361,166650,57999,61958,44099,632271,25.994166666666665,27258.375,12.56468200409001,2.783333333333333
2016-04-10,0.27053997283080294,311879,167757,67424,65537,37451,668404,18.616666666666667,28985.916666666668,12.801225460122726,3.816666666666667
2016-04-11,0.2429799676181978,386003,144654,69122,88478,4920,712746,27.104166666666664,28779.125,12.625306492842554,3.8916666666666666
2016-04-12,0.430357664976954,218306,121235,75278,171240,5192,608782,30.93125,26070.833333333332,13.214992203476505,3.3166666666666664
2016-04-13,0.5932666023849661,130111,170283,201787,206161,32132,753973,31.2,29302,14.522364391615557,4.141666666666667
2016-04-14,0.5909610849138356,118582,170294,180753,193309,44945,721237,33.089166666666664,29168.708333333332,15.12736579754603,2.85
2016-04-15,0.5653922350914303,124233,170281,203384,145643,35858,693041,33.026666666666664,28814.666666666668,15.11052888548059,2.716666666666667
2016-04-16,0.624502179884924,97908,169881,220247,209729,20756,731690,25.990833333333335,25930.25,15.540081288343583,4.066666666666666
2016-04-17,0.5510300210066434,106513,170290,211767,95912,34825,632657,28.39875,23916.875,15.475301124744394,3.275
2016-04-18,0.5581764938752936,131458,170203,221525,119692,42564,699707,34.733333333333334,28230.958333333332,14.614327198364027,2.408333333333333
2016-04-19,0.6011152727331602,118342,170167,226750,197901,13860,741164,28.5225,29166.25,13.874853783231101,2.875
2016-04-20,0.5239529063541529,139006,170221,227513,100742,12681,664888,37.53208333333333,29296.708333333332,14.294904141104311,3.816666666666667
2016-04-21,0.5287647232059701,142244,166050,226183,87981,31708,668927,39.21791666666667,28842.666666666668,13.99606211656441,2.683333333333333
2016-04-22,0.45110483309457305,166308,169938,225870,23737,24374,624755,43.876666666666665,28452.458333333332,13.955237602249518,1.5583333333333333
2016-04-23,0.5396523001034705,106381,170219,212029,86417,26102,614668,30.34958333333333,25084.75,14.15943468813908,2.2083333333333335
2016-04-24,0.6136830516267553,98608,170155,220169,159797,50450,711201,20.554583333333333,23119.791666666668,14.142250766871182,2.8666666666666667
2016-04-25,0.5601835572641339,121194,170227,212317,99713,60552,676846,34.8975,27955.227272727272,13.353668967280182,2.4833333333333334
2016-04-26,0.5281392804468193,135246,170115,214602,67915,59381,661744,37.62375,28018.458333333332,14.476314904460661,2.075
2016-04-27,0.5161941762511059,149884,169785,217114,85563,38462,675922,40.291666666666664,28302.458333333332,14.51338931492845,2.575
2016-04-28,0.5298439518092697,156436,169476,212300,117604,37733,708435,39.782916666666665,28266.583333333332,13.5015850827582,2.45
2016-04-29,0.5177111803115289,142392,154312,198241,97206,22394,630054,39.38666666666667,28058.5,14.305904907975492,1.6916666666666667
2016-04-30,0.6331579751111831,107092,122103,172179,178158,47820,641734,32.865,25031.5,14.308875255623747,2.975
2016-05-01,0.5970195956258617,141885,145952,119669,292310,13335,731847,23.1925,27767.75,12.800713190184076,3.875
2016-05-02,0.4271033745384207,233598,146147,145638,110332,18285,676211,33.876666666666665,30826.041666666668,14.60026073619634,3.058333333333333
2016-05-03,0.6541338221576354,88700,170624,174470,283236,34168,768647,34.67666666666667,27778.208333333332,16.970125255623742,2.6333333333333333
2016-05-04,0.6205636078802222,115845,170255,192264,246478,30378,769826,39.30458333333333,30119.583333333332,17.899537321063413,2.125
2016-05-05,0.5097202199709037,168473,122238,185403,98582,14924,606262,43.48166666666667,27942.208333333332,16.57356339468305,2.2416666666666667
2016-05-06,0.40450714042256597,157829,145451,112886,32726,55742,522238,43.20791666666667,23356,15.427461656441734,3.75
2016-05-07,0.3365136693693681,297383,167348,83800,94531,51780,713237,28.971249999999998,31382.375,15.439642126789382,3.3666666666666667
2016-05-08,0.4074155349802922,245529,167002,69885,152759,55508,710886,15.940833333333334,30522.208333333332,14.162430981595115,4.591666666666667
2016-05-09,0.2972562948572374,351636,166339,94977,72105,44584,749461,33.18541666666667,33194.291666666664,14.596385480572614,3.875
2016-05-10,0.2995180046467458,293406,168009,60809,96751,32864,669716,39.32625,28942.956521739132,14.034337934560348,2.908333333333333
2016-05-11,0.41766164209851603,224675,144606,56376,195322,8990,649011,37.09125,25765.416666666668,14.398706543967304,3.25
2016-05-12,0.3086746625921653,358981,121025,94809,101324,11085,705526,32.88041666666667,29136.416666666664,14.878916155419251,3.7249999999999996
2016-05-13,0.6304419358284962,132222,122283,230721,176584,25639,702025,28.4725,27937,14.861968302658507,3.0833333333333335
2016-05-14,0.652683758543703,105786,122328,231536,162740,35149,670962,20.724583333333335,24859.916666666668,16.13602249488755,2.675
2016-05-15,0.6346196846570582,101663,122025,228090,119840,40811,626112,21.77125,22490.041666666668,17.901883946830296,1.9083333333333334
2016-05-16,0.5897837724481784,124564,122312,209881,91345,52491,615139,33.71083333333333,25448.458333333332,17.503680981595117,1.8333333333333333
2016-05-17,0.5233431041916649,157894,122240,202683,54120,46862,598378,41.00625,27103.125,17.75707822085892,2.033333333333333
2016-05-18,0.5436627807531945,163831,122067,196506,88053,52246,637259,40.287083333333335,27853.5,18.71924846625769,2.8833333333333333
2016-05-19,0.573000427558347,162682,121940,193438,124618,60646,678270,39.99583333333333,27755.041666666668,19.14969325153377,2.475
2016-05-20,0.5499756625115644,151394,122091,203897,63722,63655,620442,39.51708333333333,27799.5,19.939905419222924,1.9416666666666667
2016-05-21,0.6323877878069827,113932,121990,186643,162807,56845,657081,29.03875,25071.166666666668,20.148788343558305,2.7583333333333333
2016-05-22,0.6559171535862034,103361,122022,194880,192481,44001,670542,20.607083333333332,23080.083333333332,19.30501533742333,4.075
2016-05-23,0.5289430300104009,157557,122079,186075,76469,47716,604757,40.3975,27091.708333333332,16.388151840490817,2.7
2016-05-24,0.5474914361249525,160422,122169,171908,121103,45465,636978,40.63041666666667,27704.125,18.35922162576689,2.658333333333333
2016-05-25,0.48324996889386584,183550,122090,173314,70269,37344,602775,43.225833333333334,28119.541666666668,18.90107898773008,2.466666666666667
2016-05-26,0.4938628406672616,166735,122069,174594,57141,45685,582680,44.09458333333333,28017.791666666668,19.131275306748485,2.6333333333333333
2016-05-27,0.4977031729924472,162181,126312,160451,70180,51808,587332,44.1275,27988.125,19.484732873210653,2.3833333333333333
2016-05-28,0.5523132271209016,111254,143397,127001,152380,32864,582606,32.0325,25130.958333333332,18.162880879345618,3.2083333333333335
2016-05-29,0.6076853475175357,105371,145404,156359,196771,36755,655377,22.77375,22797.375,17.88437576687119,4.391666666666667
2016-05-30,0.48516123683992374,146248,145575,134026,87363,49890,579024,43.15833333333333,27071.583333333332,18.063420245398806,2.7666666666666666
2016-05-31,0.48203750257572636,161967,145834,117474,105740,59236,606625,44.72541666666667,27603.416666666668,18.038830521472413,2.875
2016-06-01,0.6396248067324,116636,145962,124372,333502,9750,747668,44.805,24618.041666666668,18.880922034764843,2.725
2016-06-02,0.5855239050669915,130081,117148,109259,223904,12762,614033,46.9,27991.75,19.31127172801638,1.8
2016-06-03,0.6060691977902072,97514,170652,159706,214573,38211,698346,47.0425,25927.333333333332,20.690477505112504,3.0416666666666665
2016-06-04,0.5590361076727934,139417,170301,197909,147275,48770,718213,46.16416666666667,29469.166666666668,20.496633435582833,1.9333333333333333
2016-06-05,0.5450242462748608,150897,122134,188357,120381,14917,612259,47.33625,27953.5,21.732960122699406,2.25
2016-06-06,0.39182983737692395,222640,145410,126241,50074,55600,617809,50.80083333333333,27943.958333333332,22.06529141104297,2.3333333333333335
2016-06-07,0.3341844412434575,299010,167275,95017,86900,46674,714363,51.958333333333336,31639.208333333336,23.734591002045015,1.9916666666666667
2016-06-08,0.4987982191865135,150742,158070,72337,175346,57707,633643,49.01416666666667,27092.416666666668,24.33175230061352,1.5083333333333333
2016-06-09,0.26734786401151706,382019,161976,94896,52446,43279,754358,48.0675,34076.75,25.42043711656444,1.5166666666666666
2016-06-10,0.26210013709585284,340606,168051,69510,68455,35646,700240,47.147083333333335,28913.625,24.28853399795503,2.0166666666666666
2016-06-11,0.45320743434187555,191339,140727,86236,157644,28491,622086,45.21125,23576.083333333332,22.87588573619634,2
2016-06-12,0.2310572586193716,372960,121354,86506,33870,20228,654050,44.41125,26870.708333333332,23.069084867075688,1.3666666666666667
2016-06-13,0.5316756423047454,163867,168707,109964,205769,60613,725668,43.999583333333334,29703.708333333336,24.188540388548073,2.3666666666666667
2016-06-14,0.5303748808052646,153328,169032,90272,211673,60332,701583,44.1125,30190.791666666668,23.281509458077732,2.7083333333333335
2016-06-15,0.5450952353715037,141604,169091,105636,222674,43158,699320,39.763333333333335,29602.541666666668,20.22846421267896,3.275
2016-06-16,0.5081838132278965,142686,169617,106351,179941,33984,650247,44.60166666666667,28148,18.161749744376305,2.941666666666667
2016-06-17,0.4281561521589231,179991,169665,114091,90071,53135,625057,51.25541666666667,27933.291666666668,18.676552914110456,2.2083333333333335
2016-06-18,0.46396350630184446,145071,158672,88079,112467,59022,580703,43.44375,25358.666666666668,18.961099182004116,2.066666666666667
2016-06-19,0.5092520004101709,127931,161991,103559,130862,63798,604626,39.69708333333333,23407.875,19.727064161554217,2.0416666666666665
2016-06-20,0.41233576937053334,189577,167276,107297,73986,63927,619175,48.583333333333336,28070.291666666668,22.588392126789387,1.6666666666666665
2016-06-21,0.39854477657483917,217920,168188,102626,84629,63819,655432,49.471666666666664,29328.625,24.569824897750532,2.1166666666666667
2016-06-22,0.4637350704186709,195894,167875,93997,152783,64115,692501,46.0175,29749.375,25.665362985685096,2.4833333333333334
2016-06-23,0.4456121129785043,203839,167868,110637,121939,62229,684555,46.4525,29547.958333333332,25.20808921267896,2.325
2016-06-24,0.42832793511534306,190740,167634,104931,101593,57840,641261,45.36708333333333,28134.958333333332,24.986007157464233,2.716666666666667
2016-06-25,0.49014824368075377,149331,167447,80080,164096,57570,636587,42.34708333333333,26793.791666666668,24.903921267893686,2.6083333333333334
2016-06-26,0.5521436690156853,121190,167639,108593,191131,55216,659850,33.54833333333333,24364.375,23.632799079754623,2.783333333333333
2016-06-27,0.43486421945366,205034,167686,107140,119463,55372,671267,45.41916666666667,29375.916666666664,24.55083844580779,2.2
2016-06-28,0.36250172990139917,272408,167564,129092,84475,30573,700907,50.15833333333333,30763.875,25.607517893660553,2.683333333333333
2016-06-29,0.3325523673209742,300265,162489,93388,83084,47231,704256,52.399166666666666,30765.458333333332,26.19239519427405,2.7083333333333335
2016-06-30,0.3226940727998034,307986,158673,95818,64741,54868,699892,52.49375,30952.625,25.746860940695317,2.425
2016-07-01,0.6242074974150991,128671,145737,123290,326965,6845,748578,50.09291666666667,29908.166666666664,25.92125766871169,2.191666666666667
2016-07-02,0.6954752772882762,111318,93031,134033,316757,20387,694584,45.49041666666667,25830.458333333332,25.97899284253581,1.9833333333333334
2016-07-03,0.5910964183116445,143379,170673,193391,239700,18924,784965,41.69916666666667,31687.875,26.190910020449916,2.5083333333333333
2016-07-04,0.6007935809750647,126187,170308,204591,190333,55263,761611,48.54125,29178.583333333332,25.964074642126807,2.525
2016-07-05,0.5965135491838597,110952,122117,176277,152335,14346,589482,48.9625,25034.875,26.150127811860962,2.2
2016-07-06,0.3677500529892714,267231,145795,111924,62328,60429,665229,49.05083333333333,29164.583333333332,26.555396216768944,2.658333333333333
2016-07-07,0.2814966152783673,323229,167330,105946,59059,19895,695035,50.29083333333333,31178.416666666668,25.557344069529673,2.7083333333333335
2016-07-08,0.5262382814458314,131525,162255,90827,177504,57786,638304,49.24375,24952.416666666668,26.92684304703479,2.05
2016-07-09,0.26907934460986144,364056,162766,75239,68734,42760,732022,47.13625,33760.04347826087,28.02725971370145,2.0416666666666665
2016-07-10,0.22873637261755514,357399,168095,79883,30551,38139,692356,45.572916666666664,28208.708333333332,28.838660531697364,2.5416666666666665
2016-07-11,0.3448387570074858,321653,120999,64802,134233,28515,688371,49.714166666666664,28511.75,28.426211656441733,2.6833333333333336
